id,genre,track_name,artist_name,valence,energy,label
3wf3jWAQHsnPNfUtNSQvkz,indie-pop,Gotta Get Away,The Black Keys,0.723,0.836,3
4VbDJMkAX3dWNBdn3KH6Wx,indie-pop,Helena Beat,Foster The People,0.736,0.876,0
739C9IOMRahci0gvwvCezN,industrial,Little 15,Depeche Mode,0.0971,0.323,2
6vazFLaVB0kePa1uqT1BlB,industrial,Search and Destroy,Front Line Assembly,0.535,0.896,3
62hpfjuKLw0w8POWYeuvvL,industrial,8 Bits,Mind.in.a.box,0.601,0.836,3
1tE3O0BDRLY3zPnT5dpvDM,industrial,Die Liebe,:Wumpscut:,0.522,0.977,3
6fbeOOv9u5JQwZx4pyW4mY,industrial,Being Boiled,The Human League,0.634,0.951,3
6aY4c1x7cyhjIHtbFnQ4MI,industrial,Hearts and Minds,Nitzer Ebb,0.968,0.655,0
5BXBi5pLeJhblMVH2ltjpl,industrial,Computer Love - 2009 Remaster,Kraftwerk,0.516,0.622,3
3zHXsywWD1eRE4KIKXGK8q,industrial,Until The End Of The World,Apoptygma Berzerk,0.39,0.909,1
5JdVYq1XycwWHdTBBpgoBa,industrial,Carbon,VNV Nation,0.144,0.497,2
0RyR5I7fL691iSqXE3hq9S,iranian,Dele Divooneh,Hayedeh,0.879,0.523,0
5obTigiPf6sStg6HeFp5hb,iranian,Gollake Cheshat,Simin Ghanem,0.303,0.439,1
6UEMDNeIpIXBSrU7QkNY1v,iranian,Termeh Va Atlas (Moein),Moein,0.774,0.587,0
3DzstvYDzZipku42UG7uCS,iranian,Aroosak,Dariush,0.406,0.347,1
2FbRqbBurXa8IncKZi2LtN,iranian,Aziz Delami,Mansour,0.934,0.815,0
1Odc7VQhv6VZxP3ZAcYntU,iranian,Shekare Ahoo Va Jane Maryam,Farid Farjad,0.511,0.199,3
7BrXokI5PincU8jeZtnCrH,iranian,Jabr,Mohsen Namjoo,0.453,0.724,1
0JOuEpT65tyGOBulh8bbzA,iranian,Fasleh Tazeh,Googoosh,0.591,0.549,3
4Fyb2OMEx1xBiSrO7FsGcO,iranian,Atreh Toh,Ebi,0.707,0.499,3
41KCs8CdSxTmM7ZcjgSHfj,iranian,Hamseda,Mahasti,0.716,0.577,3
13v8L4gF59gebA5IfMy2YG,j-dance,かっこいいジャンパー,Denki Groove,0.0944,0.867,2
7CqSfXg6q980naFt5CBCX0,j-dance,Tsuchinoko,WEDNESDAY CAMPANELLA,0.778,0.833,0
0tJUZnxZs2WRUij9d59JtG,j-dance,7th Tiger - Original Mix,Takkyu Ishino,0.55,0.85,3
4JnIqjjkvaepfs6yeQGM8F,j-dance,A.I. am Human,Monkey Majik,0.872,0.816,0
2NDNXuGwjVhNbz3UP4KwIy,j-dance,シングル道,lecca,0.54,0.828,3
6X7VNTDRAHx8aCeErWQTlj,j-dance,Lady,CTS,0.432,0.741,1
3ydiQgMv1GPrEfKo4Po1MA,j-dance,サタンレイヴ,DE DE MOUSE,0.717,0.898,3
4bGl5vfqDnlkyKtBLYMhxJ,j-dance,Taiyo - Original Mix,Marc Romboy,0.0541,0.457,2
0Bj26KnXXB7sB6kZURptLY,j-dance,BOOYAH!,FlowBack,0.534,0.912,3
0fhPNB6kleua2tNJzIRL7f,j-dance,ABSOLUTE EGO DANCE(2018 Bob Ludwig Remastering),YELLOW MAGIC ORCHESTRA,0.962,0.92,0
71suvahvlm7RpLoRWVHEld,j-idol,XX,Dancing Dolls,0.879,0.921,0
6VCUOyB9oqbiaQ9gWHJF2k,j-idol,アンバランス,Minami Takahashi,0.482,0.6,1
2kuj2xd2uOemgcFB9z2MI7,j-idol,ランジェリー,SILENT SIREN,0.592,0.904,3
4dAgzVM9zQQmOBRe54HuCA,j-idol,雨と涙と乙女とたい焼き,otomeshinto,0.745,0.965,0
38V08pHESW17gjuCPLyDrj,j-idol,Startear,Luna Haruna,0.496,0.917,3
4bgogQQubPT8juVkEqncnO,j-idol,ワナダンス!,Tomato N' Pine,0.912,0.754,0
3MqQVP4inN18nVxTGVqPD7,j-idol,てをつなごうよ,Makomina,0.786,0.856,0
2Q0OEL83plWR3hej9obTcW,j-idol,Be OK,BAND-MAID,0.643,0.97,3
3topc1i2NiIBnuppG2I7zA,j-idol,ULTRA 超 MIRACLE SUPER VERY POWER BALL,Team Syachihoko,0.715,0.926,3
06qqHcs8bimwMQbIsvaD0D,j-idol,KILLLA TUNE,Ayumikurikamaki,0.145,0.984,2
4mHlh0zuhwFbCX8FC1IGbZ,j-pop,Your song,SCANDAL,0.928,0.958,0
15kf5V72yBJD8GSfvU4xMG,j-pop,FIRE,EMI MARIA,0.142,0.743,2
0Z0QXCkQZtE0BvkL8uaZ4v,j-pop,さらば涙,Ketsumeishi,0.628,0.943,3
0dTrBPFN7wozVdVhqUFcP5,j-pop,Syncopation,BABYMETAL,0.186,0.983,2
0UnpVqucq5mxpBj7qsY6xz,j-pop,たしかなこと,ayaka,0.527,0.604,3
2dueLmS2fe4RM3Uc4fGy2c,j-pop,Crazy Crazy (feat. Charli XCX & Kyary Pamyu Pamyu),Yasutaka Nakata,0.942,0.826,0
5ZVmpJaXHUVL7vbTyfF4oO,j-pop,情熱,JUJU,0.798,0.711,0
5WPvCPch4LWZvk2sullVbU,j-pop,Double Trouble,Nissy,0.747,0.787,0
1CmkicCeqveLe5iRIuiop3,j-pop,手紙,MACO,0.393,0.591,1
1Bn9IeFaxd220ej0RY5nII,j-pop,Alternative Dancer,Straightener,0.794,0.882,0
6ehNOBRZa1NQIrnGiPMxPu,j-rock,サクラ小町,PASSPO☆,0.548,0.98,3
1v2OuYTufJxi3ajztJXc6c,j-rock,グロリアスデイズ,THREE LIGHTS DOWN KINGS,0.353,0.989,1
3WIUjjxMLrwKhBNsnMeJip,j-rock,嵐のあとで,Galileo Galilei,0.357,0.679,1
2Nu30TK5pHMHxjiVJQ7gxr,j-rock,Chain Reaction,SHADOWS,0.121,0.99,2
77GcsHXskIVp3z0UvZ8yZR,j-rock,ループ&ループ (2016 Version),ASIAN KUNG-FU GENERATION,0.683,0.807,3
3HUJgijm1g9FtaJtTVjy6o,j-rock,この高鳴りをなんと呼ぶ,Wasureranneyo,0.67,0.796,3
2JsTedys8U3teqUT0YFmGK,j-rock,赤黄色の金木犀,Fujifabric,0.313,0.723,1
1X1SnH7w4axKdWQKEMCWzu,j-rock,Diet Run,Shonen Knife,0.837,0.687,0
2rx6ZBsBJAXJeF27qC94ek,j-rock,ZERO,RIZE,0.207,0.99,2
0NXRi1GEkwVjOB4l7K9X6X,j-rock,Despite The Snake,The Privates,0.379,0.81,1
3qQVUOHJdgIFWJd0jrG9GE,jazz,Doin' It,Herbie Hancock,0.941,0.882,0
4Vs4N5YF0kGubJBctvFJ4E,jazz,Amasi,Julián Argüelles,0.901,0.728,0
1BPn6guH4LbCLseZez3xLP,jazz,Forerunner,Fred Hersch Trio,0.587,0.216,3
7IAFc5iQti2tzob7Uo7N1Y,jazz,Body and Soul,Thelonious Monk,0.229,0.292,2
7oxwhQxkGegjlMf3k9sWgm,jazz,Desafinado,Antônio Carlos Jobim,0.534,0.176,3
2wQibCPuFdiaNm9tVKXanF,jazz,Afrasia,Meg Okura,0.68,0.61,3
5CcAkJMkqpx7vwyYq1CQQd,jazz,As This Moment Slips Away,Joshua Redman,0.543,0.429,3
6LPqphk2rbt2i63bR2o247,jazz,All The Things You Are,Dizzy Gillespie,0.483,0.0822,1
72cg4aDkmGG6jnUhlRtGHc,jazz,Nuclear War,Sun Ra,0.352,0.395,1
7uAJuE1qVnXD3zasCqnhOu,jazz,Miss D. D.,Mary Lou Williams,0.603,0.0566,3
5uawWV3epG2OsQ61Kvce3Z,k-pop,Because of You,Yoon Han,0.0781,0.331,2
71RyqhiklKmezoHtL79WwF,k-pop,Hope 擁抱希望,Yiruma,0.325,0.188,1
4g0C8f2jmrmmUlLIJjYhYu,k-pop,그녀가 없네요 (feat. 송수지),Do.Z,0.406,0.484,1
1pabWx1Aae9Er2LV7DrpVq,k-pop,Without You - Instrumental,BoM,0.148,0.429,2
5qlOflqTw2HDWHvgOJZtum,k-pop,Blind Eyes,lalasweet,0.375,0.719,1
33o7lIXq7qYgvnrFXdC5b3,k-pop,Tout Contre Moi,Pudditorium,0.492,0.388,3
3P2B9MsKuNaDSt5sAgBz3N,k-pop,저 남자가 내꺼였으면,Hwaii,0.418,0.538,1
3LcqmxG7aKGijDF5e7XvUR,k-pop,Ah-Yah-Yah (사랑은 아야야),2NE1,0.493,0.872,3
5R0CjjQ1zZXb0dXni5XBAc,k-pop,Angel,SE7EN,0.671,0.727,3
4ndrZx0rPSNrWRBICz4SZg,k-pop,송,Kim Tae Seong,0.0388,0.0925,2
1krKtVpFkssNdzlBjbWuON,kids,Witch Doctor - Remastered 1999,Alvin & The Chipmunks,0.969,0.579,0
2zDAOLe0Z9FJTINDAEZvW9,kids,The Goldfish,The Laurie Berkner Band,0.644,0.52,3
0dPDGfV6IYhwEApCh1Cra9,kids,The Window,Trout Fishing in America,0.87,0.279,0
1mHHHsnQ9XQsCf1qMEqH37,kids,Does Your Chewing Gum Lose Its Flavor On The Bedpost Overnight?,The Re-Bops,0.967,0.531,0
70WMKXTDwpWJRgeiE2D8nw,kids,This Land Is Your Land,Little Mo' Mccoury,0.91,0.52,0
5T42uUFs9wj7NVDNDk0Abf,kids,Gated Community,VeggieTales,0.632,0.281,3
33mE5iKvPnMqHYwkvJzXl4,kids,Jungle Boogie,The Sippy Cups,0.691,0.774,3
5nWzvyYtFS6grdnM1C7mR2,kids,Special To Me (Phoenix Audition Song),Jessica Harper,0.859,0.798,0
4uNoz5sUYsqsdERTKnO63k,kids,Bubbles,Parachute Express,0.644,0.251,3
2WUv64aT1rRD1TKjmqzeCN,kids,Birthday Bite,Recess Monkey,0.961,0.63,0
3Ecmgl6Wy6ZEH0sdbgqCaI,latin,Voy Amarte Hoy,Virlan Garcia,0.537,0.407,3
48NXpYRuvv9izul4oXhqS9,latin,Salió El Sol,Don Omar,0.965,0.701,0
58smOywZbVu8AjWutppiQA,latin,Tú Y Yo (feat. Nicky Jam & Justin Quiles),Valentino,0.751,0.786,0
1iRvhKiXRElIH2Uf4gd95P,latin,Dueles,Jesse & Joy,0.526,0.834,3
4COGASZEbAxmH6k5gYMo6G,latin,"0 Sentimientos (Remix) [feat. Noriel, Darkiel, Lyan, Messiah & Baby Rasta]",Jon Z,0.392,0.721,1
1m3paVx65imhvCjPx505Oy,latin,Micaela,Sonora Carruseles,0.934,0.891,0
1qa1RJbrfCOZ8ptY73DzS1,latin,"Quizás, Porque",Sui Generis,0.211,0.0189,2
19CmuECYssqkPWANF4nLWM,latin,Para No Verte Más,La Mosca Tse-Tse,0.837,0.815,0
4sWkZXLxb0lPCXNBzw5rsr,latin,23,Cosculluela,0.526,0.779,3
3npbtkmTdUlRxGFxViDD0K,latin,Canta Corazón,Alejandro Fernández,0.832,0.715,0
25t3PX7M9e2GXXBhR2rPpa,latino,Propuesta Indecente,Romeo Santos,0.749,0.632,0
3uvypVUsiIr1B0BccIcsEh,latino,6 AM,J Balvin,0.733,0.746,0
6WuufZDBNoEJBTinRiznhO,latino,La Nueva Y La Ex,Daddy Yankee,0.637,0.943,3
7EDEbNBsxgsTOfrOifN37a,latino,Mi Razón De Ser,Banda Sinaloense MS de Sergio Lizárraga,0.467,0.534,1
5Hqxu31lSOCdgMKxZvb9Mt,latino,Besas Tan Bien - Bonus Track,Farruko,0.488,0.812,1
1E4UJwft6M40DN6lXJZYof,latino,Hasta Que Salga El Sol,Banda Los Recoditos,0.969,0.675,0
66iLejOv3978d78PlSSNaZ,latino,Corazón En La Maleta,Luis Fonsi,0.879,0.64,0
3pJfnBjO3kjudEchcPEDxS,latino,Afuera,Caifanes,0.699,0.553,3
7yAwyQ2np0KRjeXsGwirez,latino,Dámaso,Gerardo Ortiz,0.964,0.841,0
5nvS1vouQkX0HxOohfqCoS,latino,Tren Al Sur,Los Prisioneros,0.728,0.624,3
0ExAkPPF8XxSi6tdq2B2Tq,malay,Syurga Dan Neraka (feat. Bienda),Amy Search,0.188,0.844,2
3jMXORZIqN8biiXVJXP3vk,malay,Serba Salah,Raisa,0.84,0.436,0
2uTlgRkyiNy3XSvRzaZvyf,malay,Getaran Jiwa,Tan Sri P. Ramlee,0.403,0.29,1
0i1f9NSylLUfLx4GdjzhV6,malay,Siboh Kitak Nangis,Zee Avi,0.42,0.336,1
1xDwTKJRMxMhRePN6QJAU3,malay,Puncak Kasih,Ziana Zain,0.214,0.424,2
00GkidEsMWoZraymWS2E7v,malay,Rozana,V.E.,0.584,0.432,3
6k8DnoGGAzgYbNDwpLWK3D,malay,Jangan Lupakan,Nidji,0.308,0.496,1
1oAWbr6TXkRajJKgSm1vF5,malay,Kasih Tak Sampai,Padi,0.149,0.207,2
5GkLpVhIQOpdnyXHpy24Ca,malay,Tinggal Tanda Tanya,Ella,0.389,0.617,1
1OQyfW04HtxbKJykjlG3wD,malay,Dia Milikku,Yovie & Nuno,0.468,0.875,1
7IXUkWlTdwzjIhDisSsCK1,mandopop,依然愛你,Leehom Wang,0.358,0.385,1
4lWxVHQOMXXt2uk04dISjm,mandopop,再一次實現,Chen Kun,0.198,0.56,2
3aVcueovkHVAEXFkq9MS0J,mandopop,我心動了 (feat. 阿Ben),Shunza,0.26,0.566,1
1NBVis81bpL8EEx8R92Z7O,mandopop,流感,Da Mouth,0.659,0.82,3
4GZk5m5zHaOdpi4B2WRCJd,mandopop,我真的受傷了,Ivana Wong,0.259,0.147,1
7GcLPjDpKhmy5ciWxUygbf,mandopop,黑苹果,Bibi Zhou,0.453,0.85,1
2PbCgvC3dJhsh5MJBMZyWm,mandopop,結,Jane Huang,0.304,0.733,1
7x3KcaST1PQItcUOaIUkl3,mandopop,我願等,William So,0.493,0.56,3
5h4UfbvVUqrRjYoBkgTHmS,mandopop,征服 - Live,那英,0.295,0.762,1
5A36twZjVJsc4VdxMck3rc,mandopop,紅糖水,Chris Yu,0.197,0.371,2
5Z4FppKv32CM2LK3bUMSL5,metal,Still Loving You - 2015 - Remaster,Scorpions,0.0746,0.597,2
28urem2KpSOkljclEk8X8G,metal,What If I Was Nothing,All That Remains,0.229,0.772,2
7txxAtOMwLLnQTpKeBL6bp,metal,Mother,Danzig,0.342,0.763,1
1KmeyQfVjX1odybN9aEfWt,metal,Inis Mona,Eluveitie,0.276,0.991,1
3ovjw5HZZv43SxTwApooCM,metal,Wind Of Change,Scorpions,0.246,0.524,2
06WohfoFEUa5faNy8f9S5N,metal,Adrenalize,In This Moment,0.43,0.96,1
2FBmddNjVLziN4AxfUmdQe,metal,Keelhauled,Alestorm,0.584,0.965,3
1ZiTdxdpKQuovW4ERgBIO2,metal,Quantum Flux,Northlane,0.264,0.907,1
1JvMOOYZjXLQCZ5p5b0JJD,metal,Visions in My Head,Obituary,0.174,0.89,2
4f3RDq9nYPBeR1yMSgnmBm,metal-misc,You've Got Another Thing Coming,Judas Priest,0.532,0.833,3
5CPXR6lDTvngxtmMZxnWmC,metal-misc,Pull Me Under,Dream Theater,0.278,0.941,1
2dbOYFfS7r7NAzquRvji9A,metal-misc,Balls to the Wall,Accept,0.328,0.739,1
7LDTB4kVmrLCU5TqKjZnzm,metal-misc,Feed My Frankenstein,Alice Cooper,0.393,0.917,1
5JxyDHWj4XMRgvuRzWd9JK,metal-misc,Gateways,Dimmu Borgir,0.15,0.943,2
60KqEUtRPr7E0Difa7hfOy,metal-misc,Redneck,Lamb of God,0.0576,0.996,2
2SgbR6ttzoNlCRGQOKjrop,metal-misc,Cowboys from Hell,Pantera,0.437,0.908,1
52bzQkgk8TznulGvKOPQTK,metal-misc,Man On The Silver Mountain,Rainbow,0.827,0.77,0
2VhbRTXGgZEZ8KYYFeWng2,metal-misc,Heroes and Tombs,At The Gates,0.2,0.963,2
1RhTHwpXT51rFPncuoqLga,metalcore,It's Our Burden to Bleed,Caliban,0.334,0.869,1
2G8PweZBBwTpyP8vpNQJK2,metalcore,Caraphernelia,Pierce The Veil,0.386,0.984,1
4u32FOGUPTjiNJjHpi3jfi,metalcore,The Lost Boys,Adept,0.4,0.965,1
53GxYXHHRJG6Sj6U74mJ8H,metalcore,Day in Day Out,Architects,0.173,0.959,2
5yPvK5HzwTrJNYJUNscZWC,metalcore,"I Was Once, Possibly, Maybe, Perhaps A Cowboy King",Asking Alexandria,0.169,0.966,2
6suQTTFz0tzWSLFHHZftYZ,metalcore,I Am Yours,Texas In July,0.0755,0.124,2
1JGhCrOUIPdYG2n6K26SXE,metalcore,Sleep With One Eye Open,Bring Me The Horizon,0.156,0.851,2
7zoqv7Z5N3xnlix4rRx1An,metalcore,Pangaea,August Burns Red,0.238,0.982,2
5WYQslaRi3T3aVhN0B0S41,metalcore,The Gift,Breakdown of Sanity,0.0869,0.966,2
7MQnWGpXmV9fWvofju0dxh,metalcore,The Worst In Me,Like Moths To Flames,0.0384,0.986,2
0ehxTWCeWfpLdoNMRKekPa,minimal-techno,Que Ritmo - Original Mix,Kaiserdisco,0.282,0.871,1
23YgtDE6f4HZErTLZQjyPb,minimal-techno,Existence,Kink,0.585,0.808,3
2mczjJrzBEWkBYZOrD6GvV,minimal-techno,Summer of Love feat. Verena Wi,Andy Kohlmann,0.883,0.805,0
4izxW8gxIOB45Ds1ZtcVg6,minimal-techno,Rush Me - Format:B Remix,Daniel Steinberg,0.4,0.521,1
6tLIhafaBR7xTGsXjBNxpA,minimal-techno,With You,Ricardo Tobar,0.0591,0.55,2
3RMM4rIUwtmtmr42LkOoc3,minimal-techno,Oasis Of Dreams - Original Mix,M.I.K.E.,0.373,0.426,1
3U119cbdn14dl23TJlR5Uh,minimal-techno,Techno Killer (Matteo Poker Remix),AnGy KoRe,0.485,0.842,1
5SYwUhBAk3moI9jWiHllzf,minimal-techno,Rikarda,Oliver Huntemann,0.616,0.707,3
39zVCwuaqie2DXSRWRtliu,minimal-techno,Albertino,Schirmacher,0.522,0.675,3
2UR4hKGD2Dt9eYSdZt0Tnw,minimal-techno,Be Who You Want,Joris Delacroix,0.42,0.901,1
7qmeycf2RwfiOCnlFFGG0U,movies,Chevaliers De Sangreal (From The Da Vinci Code),Movie Sounds Unlimited,0.0586,0.24,2
6Cm2obgFRdd1IcTR6FnbiS,movies,"Go the Distance - From ""Hercules"" / Soundtrack Version",Roger Bart,0.193,0.122,2
7A4KjSFDx0BL75up2eK0OF,movies,Come Away To The Water,Maroon 5,0.289,0.493,1
4HoCLPoxBN7Tr8UziE6tLV,movies,Preparing The Chariots,James Newton Howard,0.244,0.213,2
0ghtKRiQjRVAwK0syn43HA,movies,"Adagio For TRON - From ""TRON: Legacy""/Score",Daft Punk,0.0366,0.12,2
5zQ1Wq6HNYjGZWkVv5P8Eg,movies,Breaking Free,Troy,0.333,0.59,1
3o1plg7nwWCgZK5b9sNIDr,movies,Kill And Run,Sia,0.158,0.333,2
5y8sg2LGlU95WzcIcVLQJ0,movies,"Calypso - From ""Pirates of the Caribbean: At World's End""/Score",Hans Zimmer,0.0352,0.144,2
5hUigcjLZPaqEfzqSqOSLQ,movies,Jack and Sally Montage,Danny Elfman,0.0621,0.052,2
5eMB1coBKHpziwlSYLwKaS,mpb,Presente-Passado,Isabella Taviani,0.298,0.392,1
2XrMKEPMNDiFVK3j7Zc7B2,mpb,Fulô do Dia,Geraldo Azevedo,0.563,0.394,3
7CyyptYoJClujsGWIZhVRv,mpb,Chega de saudade - Bonus track,Vanessa Da Mata,0.66,0.455,3
1HLLRPTFDmOj5eEivSMsoe,mpb,Ando Meio Desligado,Roupa Nova,0.938,0.693,0
6i9buYCwauO98GDATivePO,mpb,Plano Piloto (feat. Alceu Valença),Luiz Gonzaga,0.849,0.879,0
3mliwRJDBww39cq5fb8y2I,mpb,Camaleonte (Camaleão),Banda Inventário,0.64,0.521,3
57RYzc8a3acNDdfJN3HFn8,mpb,Como as Coisas São,Dani Black,0.782,0.544,0
6p6kuY3qGhZtDUzeqq3lhf,mpb,Gardênia Branca,Filipe Catto,0.4,0.377,1
51QoocJkP2yIO7M2ws0VrV,mpb,Moreninha,Amado Batista,0.887,0.915,0
1SxNHQSrK1U9d4gZ866LBX,mpb,Segunda,Gal Costa,0.249,0.234,2
7jSCuTXaggKF74A3iU69U1,new-age,Leaves On The Seine,David Lanz,0.107,0.187,2
6GUIPB94fMVhC1j08YajFr,new-age,The Mummer's Dance,David Arkenstone,0.259,0.39,1
4ofdytqu3wEK9wikkA9JDY,new-age,The Sound of Hope,Australis,0.145,0.375,2
4a9Dj2y2vhrLTfg95IYgQy,new-age,The Mission Of Father Sanchez,Christopher Franke,0.309,0.446,1
4aLcGMxwFtcZRpl7NDtNW2,new-age,Time To Say Goodbye,Francesco Sartori,0.349,0.435,1
0Jurdt6O6gK3b6Im0qMTTp,new-age,Gaia,Kitaro,0.104,0.455,2
48DrQES5zNIi2L5oEl51mh,new-age,So Long My Friend,Yanni,0.044,0.144,2
1m0aFDOAFljAGqYol9seZ1,new-age,Lupercalia,Faun,0.192,0.648,2
5qaEfEh1AtSdrdrByCP7qR,new-age,Demons,Imagine Dragons,0.428,0.71,1
5PsAzmRQ5jQUJ37Rrml67b,new-age,La Lune Blanche,sToa,0.109,0.267,2
3UWMvlNnUHjY48CfhvfOOg,new-release,$ (feat. Donnie Trumpet),Shelley FKA DRAM,0.436,0.725,1
0aersVHlGGXcHeRvHtuaSt,new-release,Dancing On Glass,St. Lucia,0.399,0.945,1
1CzLhaLoxKmfICepLtWEJF,new-release,Air,Basenji,0.179,0.663,2
7ciLq0Cip0yxiz6KANrOUq,new-release,Toothbrush,DNCE,0.825,0.785,0
7GoYMYxiHGB81biFSyCJqM,new-release,You (feat. Katelyn Tarver),Lost Kings,0.678,0.927,3
2Pv7zg9cBPZvZuOrusG4bw,new-release,Emperor's New Clothes,Panic! At The Disco,0.651,0.904,3
0EaqTZtx0wyKBT1VluOtCi,new-release,RCVR (feat. Debbie Gibson),Big Black Delta,0.326,0.885,1
0vXYHIX8tnarRm1wtQGukH,new-release,Magic Hour,Aoife O'Donovan,0.478,0.459,1
14c6Q17DoHUY4A2u9HlxxL,new-release,Hyde,Astrid S,0.22,0.404,2
1kDVtWMDT5RnXHvymKgTyd,new-release,C.U.R.E.,BOOTS,0.34,0.768,1
4mBUycKYiPbblZBIcRXlqm,opera,"Verdi: Aida, Act 4: ""Radamès! Radamès! Radamès"" (Ramfis, Sacerdoti, Amneris)",Giuseppe Verdi,0.039,0.109,2
6nl6yPxAAIr1lFbM8QPm9o,opera,"Don Giovanni (1987 Digital Remaster), Act II: Il mio tesoro intanto (Don Ottavio)",Wolfgang Amadeus Mozart,0.22,0.122,2
7xtuvlqhEJdGwRAtsdMmh6,opera,"Carmen (1997 - Remaster), Act III: Eh bien?",Georges Bizet,0.715,0.118,3
6f2q4uxbxX4fSotAk7tRxZ,opera,La Bohème (1987 - Remaster): Donde lieta uscì (Mimì's Farewell),Giacomo Puccini,0.0574,0.0566,2
4dkKhjWMxVj2o2FWNNosIj,opera,La traviata: Act I: Che è ciò? ... Oh! qual pallor!,Giuseppe Verdi,0.157,0.13,2
5kMGAiNXv26ACgynU0aKpj,opera,Mascagni: Cavalleria rusticana: Intermezzo,Pietro Mascagni,0.0374,0.115,2
785aRy88lYTJDbwCWG5Eep,opera,"Fedora / Act 2: ""Amor ti vieta""",Umberto Giordano,0.168,0.231,2
6jBrNIQqXjvl9jxXi34lfy,opera,"Mignon (1987 - Remaster): Ah, pour ce soir...Je suis Titania (Polonaise)",Ambroise Thomas,0.208,0.174,2
6AD4VUnQ25kn2ilILSyKtE,opera,Bizet: Carmen: No. 1 Prélude,Georges Bizet,0.228,0.27,2
1hmiPq555M9YJzBoEeaarp,opera,Brazil - Live,Bob Russell,0.261,0.77,1
0lQ6SLu79Zgtrf3NRfWFQD,pagode,Forever Alone,Rodriguinho,0.867,0.819,0
7afrmswXspsrtG0WDNHUq8,pagode,Quem Fala Mais Alto É a Minha Mulher,Almir Guineto,0.929,0.647,0
3z15n81JtTYPkTaJHtYgyO,pagode,História Combinada,Pique Novo,0.8,0.678,0
5jgk2EJ5WBMMjHdFyVyyyi,pagode,Sonho Lindo,Doce Encontro,0.634,0.522,3
0TLhkX35xlDVtQ9b53fsbY,pagode,Pega Essa,Sorriso Maroto,0.622,0.548,3
1D3HUSOUzE0YI1iXbvczuH,pagode,Quer Beijinho,Thiaguinho,0.96,0.877,0
1RxQTkCXJTosWRIXtGXg0l,pagode,Nosso Amor É Verdadeiro,Os Travessos,0.888,0.686,0
1UXanfz2RUi6lV49SUijCf,pagode,Vi Amor no Seu Olhar,Belo,0.64,0.548,3
4XPufWtBWsp1KMBP99UZpC,pagode,Uma História De Amor,Kiloucura,0.595,0.671,3
1OV0NdKXoWzwRtz8HNJOBb,party,Faded,Tyga,0.339,0.667,1
1Ca2ELRlvACAeI7xz9c9jR,party,Spaceman,Hardwell,0.118,0.763,2
0weAUscowxeqDtpCgtbpgp,party,Gettin' Jiggy Wit It,Will Smith,0.858,0.874,0
6czR937sAtt4KbrZZPCYHA,party,Gucci Gucci,Kreayshawn,0.888,0.891,0
3gTBF9aB9MVCy9ejLo8HJJ,party,Don't Drop That Thun Thun,Finatticz,0.619,0.415,3
1hzJQIkgXwZevaKsc7iA6D,party,About the Money (feat. Young Thug),T.I.,0.552,0.721,3
1ne7JVHEPnoncXzQunQVKW,party,W.T.P.,Eminem,0.685,0.937,3
18VfHIPaCo0s6FTi1Fnp6T,party,Don't Wake Me Up,Chris Brown,0.206,0.691,2
799f6Ih1Pu4AUApMyXhxUc,party,Bonfire,Childish Gambino,0.311,0.745,1
3jYW03V9XeM2w7LJ0EXQDC,party,Cockiness (Love It),Rihanna,0.265,0.773,1
4U0zVD7Aa2rt6LLJYJkSyT,philippines-opm,Now That I Have You,Sheryn Regis,0.195,0.264,2
1CiOfiCH8Ueb5gd3M4CdtT,philippines-opm,Gaano Kadalas Ang Minsan,Christian Bautista,0.234,0.215,2
21WPstEKhV1MUtW4bP5t8l,philippines-opm,Holiday,Martin Nievera,0.0516,0.371,2
4lEuGfkju3qDWHgn8inAZ9,philippines-opm,Overdrive,Eraserheads,0.338,0.343,1
0ksnWgWc0Xt0aeTHv8trL2,philippines-opm,"Bulag, Pipi at Bingi",Freddie Aguilar,0.533,0.453,3
7L27335sVPt1pvXv3NHLXg,philippines-opm,Baon (feat. Gab Chee Kee of Parokya ni Edgar),Gloc 9,0.486,0.824,1
7AQK7ihYgF8iVQrxAs1aRH,philippines-opm,How Could You Say You Love Me,Sarah Geronimo,0.239,0.391,2
7fO7l5Z8yPspcVqffgOi9Y,philippines-opm,Say That You Love Me,Martin Nievera,0.172,0.377,2
1qOO5ZUpTcn06nq6bpymQb,philippines-opm,Sana Dalawa Ang Puso KO,Lani Misalucha,0.438,0.558,1
367EOxhDe2fVWl9ztXxwCq,philippines-opm,Fall in Love Again,Angeline Quinto,0.15,0.283,2
0j8k7qXkBti6dNaHO6eTYa,piano,A Poor Wayfaring Man of Grief,Paul Cardall,0.154,0.09,2
3JOVTQ5h8HGFnDdp4VT3MP,piano,Mad World (Feat. Michael Andrews),Gary Jules,0.304,0.0581,1
2Ays934lHyLpXuYKYQG01V,piano,"Elegie sur des motifs du Prince Louis Ferdinand de Prusse, S168/R75",Franz Liszt,0.0394,0.0373,2
4NcvDnc0DtPKTOcoFqaomp,piano,You Never Know,Jim Brickman,0.178,0.245,2
5VfaCxqdQ6nwnnRNLOUnCD,piano,Irish Rain,Michele McLaughlin,0.0714,0.194,2
4N7h4IHWRaJCOo1VFdTMHV,piano,Truman Sleeps,Philip Glass,0.0668,0.0797,2
0ZezDVEj5hps3u0BXpJPQX,piano,Kiss the Rain 雨的印記,Yiruma,0.181,0.0707,2
